Run,Event,Type1,E1,px1 ,py1,pz1,pt1,eta1,phi1,Q1,Type2,E2,px2,py2,pz2,pt2,eta2,phi2,Q2,M
148864,75972426,G,20.9624,-4.75812,10.9662,17.2196,11.9539,1.1613,1.98017,-1,T,3.40812,1.10071,-0.00735595,-3.22374,1.10074,-1.79566,-0.00668279,-1,16.2655
148864,76007898,G,12.6163,-11.527,-1.5413,-4.89021,11.6295,-0.409,-3.00867,1,G,4.43053,-4.36752,-0.731617,0.0889141,4.42838,0.0200769,-2.97562,-1,3.12125
148864,76010234,G,10.0054,2.14188,-2.76688,-9.37306,3.49904,-1.71165,-0.912039,1,G,7.08149,-0.794985,3.7754,5.93723,3.8582,1.21613,1.77833,-1,16.6531
148864,76017226,G,55.0515,-8.69935,-6.3918,-53.9826,10.7951,-2.31257,-2.50793,-1,T,3.07036,0.227437,-0.933976,-2.91408,0.961269,-1.82836,-1.33193,1,3.9339
148864,76035154,G,12.1527,-7.42675,-3.44206,-8.98178,8.18562,-0.948505,-2.7076,1,G,14.513,6.46299,-7.11756,-10.8714,9.61405,-0.970895,-0.83356,-1,14.2996
148864,76032490,G,12.9333,6.73235,-7.87586,7.73977,10.3612,0.690744,-0.863518,-1,T,5.05448,-1.92187,2.82211,-3.72542,3.41436,-0.944348,2.16866,1,16.0861
148864,76039250,G,14.5926,3.06621,0.982195,-14.2326,3.21968,-2.19196,0.310001,-1,G,6.98474,-3.07223,-1.26819,-6.14236,3.32369,-1.37354,-2.75011,1,7.09659
148864,76051698,G,6.46026,-1.68551,-1.37441,6.08225,2.17484,1.7521,-2.45752,1,G,11.6655,5.0036,-4.44699,9.55301,6.69416,1.15361,-0.72657,-1,6.25953
148864,76132290,G,80.9454,-11.2361,-17.2819,78.2766,20.6135,2.04436,-2.14729,-1,T,7.10009,0.298289,-1.28114,6.97637,1.31541,2.3703,-1.34204,1,4.4395
148864,76150522,G,10.7407,-0.298809,-3.27986,10.2228,3.29344,1.85082,-1.66165,1,G,5.28159,-3.45289,-1.21264,-3.80672,3.65964,-0.909509,-2.80385,1,13.4644
148864,76194826,G,12.2958,5.86,-8.53534,6.632,10.3533,0.603298,-0.969149,1,T,6.79488,-1.10175,-1.04051,-6.62289,1.51542,-2.18082,-2.38478,1,15.815
148864,76195610,G,9.27595,4.5076,6.95268,4.16821,8.28603,0.48393,0.995599,-1,T,4.783,0.588996,-0.912635,-4.65683,1.0862,-2.16213,-0.997676,-1,11.6171
148864,76237010,G,47.8846,-18.2259,0.494311,44.2775,18.2326,1.62034,3.11448,1,T,4.31139,-1.09775,-0.751884,4.09957,1.33056,1.84378,-2.54105,1,3.25745
148864,76242010,G,8.80064,-1.1196,8.71478,-0.488931,8.78641,-0.0556177,1.69857,1,T,7.12161,3.21679,6.31118,-0.7262,7.0837,-0.102338,1.09942,-1,4.67584
148864,76251722,G,8.81378,-0.956357,1.22885,-8.6745,1.55714,-2.41864,2.23214,1,G,17.8833,11.1842,0.410909,-13.9481,11.1917,-1.04527,0.0367237,-1,9.67779
148864,76263778,G,21.34,-3.12356,3.36042,20.8407,4.58793,2.21853,2.31968,1,G,15.098,-4.66556,1.80144,14.2452,5.00126,1.76935,2.77311,-1,3.06449
148864,76277650,G,55.3695,10.4718,12.1508,52.995,16.0406,1.91038,0.859479,1,T,4.43839,1.15276,0.0524652,4.28446,1.15395,2.02261,0.0454813,-1,3.46383
148864,76285626,G,15.7245,7.62985,2.88635,-13.4426,8.15755,-1.27408,0.361658,1,G,14.6439,-3.42201,5.80602,13.0005,6.73944,1.41143,2.10338,-1,28.7886
148864,76234378,G,24.546,-13.0449,-13.3267,-15.9602,18.6486,-0.775679,-2.34551,-1,T,4.23381,0.917585,-3.43644,-2.2941,3.55684,-0.607014,-1.30987,1,8.18459
148864,76314122,G,9.18838,2.38898,0.312259,8.86625,2.4093,2.01403,0.129971,1,G,5.44185,-2.08805,4.41973,2.38928,4.88814,0.471163,2.01215,1,8.05447
148864,76343834,G,16.9223,8.11421,-5.18608,-13.9147,9.62994,-1.16383,-0.5687,1,T,28.6521,10.6609,-8.90244,-25.0604,13.8891,-1.35254,-0.695756,1,2.64222
148864,76362530,G,7.80487,-2.19235,0.142736,-7.48853,2.19699,-1.94028,3.07658,1,G,5.25793,1.92937,-0.450023,4.86926,1.98116,1.63144,-0.229152,1,12.7911
148864,76374850,G,8.9105,-3.99904,2.20104,-7.65173,4.56474,-1.28872,2.63845,-1,G,18.4188,12.4577,-0.365565,13.5614,12.4631,0.942336,-0.029336,-1,25.2398
148864,76394802,G,8.37893,2.26897,0.312556,-8.05912,2.2904,-1.97083,0.136891,1,G,13.3805,3.43439,0.803533,12.9068,3.52714,2.00858,0.229832,-1,20.4009
148864,76416658,G,13.8594,-4.42069,5.18808,12.067,6.81606,1.33597,2.2765,1,G,13.5382,-6.71041,4.06073,11.0342,7.84341,1.14193,2.5974,-1,2.74263
148864,76429226,G,10.3875,1.20429,4.71839,-9.17472,4.86965,-1.39055,1.3209,-1,G,11.3009,-4.28062,-5.46737,8.91533,6.94376,1.06862,-2.23505,1,21.4545
148864,76424274,G,56.2734,-14.3836,-10.2665,53.4265,17.6717,1.82578,-2.52169,-1,T,6.60907,-0.161804,-1.28881,6.47931,1.29893,2.31012,-1.69569,1,4.51667
148864,76474962,G,4.9786,3.00861,-3.7333,-1.33642,4.79471,-0.275239,-0.892476,1,T,4.27124,0.142296,1.33295,4.05406,1.34052,1.82608,1.46445,-1,7.90469
148864,76525874,G,7.52602,-4.8414,0.445584,5.74388,4.86186,1.00402,3.04981,1,G,12.2584,-4.77424,-0.62023,11.2729,4.81436,1.58671,-3.0124,-1,3.05945
148864,76537194,G,7.55993,-1.4378,3.45055,-6.57023,3.73812,-1.32968,1.96561,1,G,4.32024,-3.81184,0.0174027,-2.03049,3.81188,-0.510243,3.13703,1,5.25175
148864,76612802,G,8.57129,2.7083,4.35165,-6.86907,5.12559,-1.1027,1.0141,-1,G,12.0763,-1.29691,-10.0331,-6.594,10.1166,-0.612734,-1.69935,1,14.5189
148864,76626522,G,12.0748,-5.98198,2.81694,-10.103,6.61206,-1.21018,2.70149,1,G,8.42273,-5.90726,5.21733,2.96901,7.88138,0.368327,2.41813,1,12.7809
148864,76653218,G,10.6471,-4.4356,-1.3547,-9.58332,4.63786,-1.47291,-2.84518,-1,G,27.9236,5.18722,0.568983,-27.4315,5.21833,-2.36159,0.109253,1,10.79
148864,76661706,G,8.75803,-0.278379,3.79357,-7.88817,3.80377,-1.47615,1.64405,-1,G,11.4506,-3.71984,0.158418,10.8278,3.72322,1.78901,3.09903,1,19.187
148864,76708802,G,20.0743,8.04131,-1.76338,18.3083,8.23239,1.53952,-0.215873,1,G,8.19665,-5.69362,-1.86692,-5.59207,5.99188,-0.833395,-2.82474,1,24.8768
148864,76732322,G,49.8109,-8.646,-4.61535,48.8371,9.80075,2.3091,-2.65126,-1,G,16.6064,-0.313585,3.51751,16.2262,3.53146,2.2297,1.65971,1,9.82579
148864,76734090,G,20.3135,-4.79547,6.19173,18.7428,7.8316,1.60683,2.22979,1,T,5.09473,1.05606,2.53776,4.28831,2.74873,1.22765,1.17645,-1,4.99582
148864,76817874,G,13.3026,-1.54265,3.81974,12.6482,4.11949,1.84046,1.95463,1,G,10.7562,4.96102,-1.79206,9.37342,5.27477,1.33923,-0.346642,-1,8.836
148864,76851666,G,8.4455,-3.62939,0.847829,-7.57786,3.7271,-1.45838,2.91211,1,G,11.1457,2.92393,6.57156,-8.51356,7.19269,-1.00546,1.15216,-1,8.32684
148864,76832538,G,38.2844,22.0197,-11.3122,-29.2036,24.7555,-1.0029,-0.474574,1,T,11.619,7.58749,-2.13339,-8.53637,7.88171,-0.938904,-0.274096,1,2.94578
148864,76966626,G,63.7233,16.9007,7.15148,61.0236,18.3515,1.91657,0.400299,-1,T,12.3861,2.80885,2.38598,11.8246,3.68545,1.88238,0.704175,1,2.52159
148864,77111322,G,27.1028,-4.8057,2.2111,-26.5813,5.28996,-2.3173,2.71037,-1,G,8.76457,5.19394,-3.27025,-6.2558,6.13771,-0.894913,-0.56192,1,14.3847
148864,77134523,G,6.79223,2.98307,-1.58863,-5.89074,3.37971,-1.32241,-0.489346,-1,G,4.46625,1.75977,4.07176,-0.510147,4.43577,-0.114756,1.16285,1,7.55789
148864,77162307,G,15.1065,-3.78872,-0.367389,14.6187,3.80649,2.05528,-3.04493,-1,G,5.72694,-1.37394,4.33967,-3.47365,4.55197,-0.703601,1.87741,1,16.352
148864,77253603,G,8.07641,-1.4689,3.45177,7.15156,3.75132,1.40098,1.97313,-1,G,11.4482,-0.947461,-4.63027,10.4265,4.72622,1.53218,-1.77263,1,8.0618
148864,77273787,G,9.06323,8.47923,3.18241,0.325432,9.05676,0.0359248,0.359049,-1,T,34.6976,6.19417,-11.5108,-32.141,13.0715,-1.63184,-1.07712,1,24.8617
148864,77300091,G,5.93129,-2.9258,-2.95214,-4.23008,4.15637,-0.893857,-2.35171,1,G,5.44907,3.50536,-2.48201,-3.35161,4.29511,-0.717236,-0.616115,-1,6.49344
148864,77307795,G,12.4288,1.94306,-5.34839,11.0491,5.69041,1.41726,-1.22232,1,T,3.59226,-0.793428,0.0547552,3.50152,0.795315,2.18802,3.07269,-1,3.95081
148864,77357387,G,11.9269,0.896715,3.24096,-11.4426,3.36273,-1.93866,1.30087,1,G,9.2901,1.32819,-8.76925,2.76242,8.86927,0.306632,-1.42048,-1,18.4203
148864,77358147,G,13.7293,-7.59778,-3.93488,-10.7365,8.55626,-1.05059,-2.66373,1,T,10.8763,-4.52735,1.16584,-9.81974,4.67505,-1.48768,2.88956,-1,5.30949
148864,77457091,G,8.39064,-1.8417,4.1373,-7.06276,4.5287,-1.22735,1.98961,1,G,5.72188,-2.73421,3.04363,-3.99864,4.0914,-0.86525,2.30269,-1,2.07458
148864,77488347,G,18.977,1.82836,4.23438,18.4076,4.61226,2.09253,1.16319,-1,G,8.8978,1.39792,-5.62235,6.75238,5.79353,0.993701,-1.3271,1,11.4735
148864,77517971,G,51.5963,1.91919,-15.3596,-49.2196,15.479,-1.87381,-1.44649,-1,T,5.21451,2.2526,-1.83652,-4.32816,2.90637,-1.18876,-0.683994,1,6.85554
148864,77578147,G,38.5739,-10.0284,-9.08988,-36.1212,13.535,-1.70814,-2.40525,1,T,7.74163,-1.31774,-0.518843,-7.61026,1.4162,-2.38321,-2.7665,-1,3.40983
148864,77652587,G,11.8649,2.33042,5.99673,9.96861,6.43364,1.22188,1.20014,1,G,8.31746,0.024807,5.41736,6.31035,5.41742,0.99326,1.56622,-1,2.54846
148864,77692411,G,11.487,5.08114,-1.51376,-10.1897,5.30184,-1.40816,-0.289546,-1,G,10.6037,7.01088,1.08859,-7.87968,7.09489,-0.957468,0.154042,-1,3.88547
148864,77687947,G,8.789,-0.989833,3.73736,-7.89226,3.86622,-1.46197,1.8297,-1,G,12.8059,8.09735,0.708344,-9.89499,8.12828,-1.02704,0.0872564,1,8.92592
148864,77704715,G,9.50634,-2.00541,-4.89167,7.89996,5.28678,1.19159,-1.95986,1,G,7.39881,-0.796101,6.88221,-2.59474,6.9281,-0.366279,1.68596,-1,15.6789
148864,77681011,G,47.5632,-1.83802,-13.0168,-45.7103,13.1459,-1.95942,-1.71107,1,G,17.0457,-4.19108,-2.53856,16.326,4.89995,1.91847,-2.59699,-1,55.0687
148864,77805163,G,29.4762,6.25707,3.43008,-28.5993,7.13557,-2.09665,0.501454,-1,T,4.14488,0.173951,0.79771,-4.06229,0.816456,-2.30763,1.35609,1,2.08952
148864,77830347,G,17.635,-1.79971,-9.1633,-14.9592,9.33837,-1.24999,-1.76473,-1,G,11.4647,-2.74207,-7.31787,-8.38799,7.81474,-0.932304,-1.92931,1,3.07349
148864,77846259,G,13.8617,2.87336,7.6492,11.1968,8.17107,1.1206,1.21146,1,G,8.84554,2.71946,6.41784,5.44503,6.97023,0.717907,1.17,-1,3.08319
148864,77847867,G,8.92992,-8.21998,-0.160731,-3.48401,8.22155,-0.412009,-3.12204,-1,T,4.25001,0.917773,0.514934,4.11631,1.05236,2.07302,0.511302,1,10.9482
148864,77866683,G,21.6515,-3.68087,4.76023,20.7983,6.01736,1.95367,2.22902,-1,G,8.58939,2.25916,-3.29647,7.60236,3.99632,1.39909,-0.969986,1,10.1859
148864,77886067,G,7.70631,-1.11319,3.17248,-6.93341,3.36212,-1.47112,1.90826,1,G,4.38578,1.7992,-2.79852,-2.85571,3.32699,-0.777584,-0.999419,1,7.05559
148864,77882675,G,8.65072,2.39358,1.85553,8.10257,3.02857,1.71047,0.659441,-1,G,6.56766,-3.35059,0.640871,5.61122,3.41133,1.27253,2.9526,1,6.03185
148864,77889571,G,9.43778,-0.0707798,4.82506,-8.11014,4.82558,-1.29097,1.58546,1,G,15.9375,3.10814,-3.24423,-15.2907,4.49284,-1.93883,-0.806818,-1,9.19666
148864,77900491,G,9.26491,-1.9136,1.20205,8.98447,2.25982,2.08881,2.58072,-1,G,9.4081,0.891469,-1.59226,9.22882,1.82483,2.32362,-1.0604,1,3.96995
148864,77893867,G,7.89864,0.189444,3.75064,6.94797,3.75542,1.37452,1.52033,1,G,9.89413,2.30303,-5.15004,8.12747,5.64153,1.16138,-1.15028,1,9.00795
148864,77925107,G,7.17466,5.71507,2.11336,-3.78632,6.0933,-0.58708,0.354193,1,G,33.4501,29.1436,8.70487,-13.9203,30.4158,-0.443032,0.290254,-1,2.16483
148864,77983491,G,6.77692,-6.3751,-0.960829,-2.08575,6.4471,-0.318125,-2.992,1,T,4.25958,-0.913754,-0.743566,4.09207,1.17806,1.95843,-2.45852,1,7.85791
148864,77995171,G,17.6261,3.47549,-0.750749,-17.2634,3.55565,-2.28364,-0.212744,-1,G,8.53945,-6.69798,5.02981,1.65806,8.37627,0.196676,2.49749,1,20.308
148864,78064755,G,9.71803,-3.59921,4.73217,7.68642,5.9454,1.07408,2.22104,-1,G,5.05624,0.230357,-4.67923,1.89897,4.6849,0.394987,-1.52161,1,10.726
148864,78092091,G,17.0235,-4.95003,0.986933,16.2577,5.04745,1.8861,2.94479,1,T,7.81945,-1.46994,1.81233,7.46239,2.33351,1.87924,2.25226,-1,2.34074
148864,78107851,G,8.55138,-2.75756,0.352302,-8.0862,2.77998,-1.78918,3.01452,1,G,5.61887,-4.09701,3.79551,0.607637,5.58492,0.108586,2.39438,1,8.98207
148864,78119035,G,8.46178,-1.1239,-3.47905,-7.63044,3.65608,-1.4819,-1.88326,-1,G,9.83125,-3.67583,2.48903,8.77128,4.43926,1.43278,2.54638,1,17.5874
148864,78185723,G,65.2232,-11.2364,-15.8311,-62.2669,19.4134,-1.88207,-2.18805,-1,T,2.65085,0.66823,-0.878437,-2.40783,1.10371,-1.52201,-0.92048,1,5.75873
148864,78212163,G,8.51953,-1.53758,4.87122,6.81749,5.10813,1.09939,1.87654,-1,G,8.30628,-3.23379,-5.11467,-5.6891,6.05122,-0.838419,-2.1346,1,16.0938
148864,78272315,G,12.6698,-1.69894,8.23681,-9.47534,8.41019,-0.968155,1.77421,1,G,5.62649,-2.65497,2.89349,-4.02804,3.92698,-0.899454,2.31323,-1,3.09422
148864,78286059,G,7.91062,1.55097,3.08226,-7.11764,3.45049,-1.47137,1.1046,-1,G,5.51586,0.132734,-4.60547,-3.03076,4.60738,-0.617757,-1.54198,-1,8.49265
148864,78301203,G,8.15696,2.74779,-2.67209,-7.19961,3.83281,-1.3879,-0.771431,-1,G,8.17084,-3.11637,1.08757,7.47374,3.3007,1.55595,2.80582,1,16.2442
148864,78326227,G,16.1954,3.12628,-1.48783,-15.8207,3.46226,-2.22431,-0.444191,-1,G,8.35438,0.49674,4.75579,-6.84984,4.78166,-1.15674,1.46672,-1,8.05827
148864,78354707,G,35.8256,3.36753,15.853,31.95,16.2067,1.43077,1.36149,-1,T,8.32864,2.55099,4.16855,6.7432,4.88716,1.12617,1.02163,-1,4.06687
148864,77135028,G,8.70072,-2.86723,-2.0689,-7.94922,3.53573,-1.54945,-2.51654,-1,G,8.73269,2.88207,2.47617,7.862,3.79971,1.47412,0.70979,1,17.4284
148864,77162996,G,27.2897,-10.6907,-17.7742,-17.7343,20.7415,-0.775051,-2.1123,1,T,9.87443,1.04761,1.56505,-9.69259,1.88331,-2.34079,0.98092,1,16.5292
148864,77183796,G,16.8029,1.35518,4.08595,-16.2418,4.30483,-2.03811,1.25055,1,T,4.20715,-1.77174,-0.0652784,3.81387,1.77295,1.50926,-3.10477,1,16.4508
148864,77187036,G,35.0368,-1.71971,-9.00837,-33.815,9.17105,-2.0159,-1.75943,-1,T,3.74931,0.661061,-0.486251,-3.65688,0.820635,-2.19979,-0.634197,1,2.99136
148864,77201948,G,38.5473,19.5319,-3.63624,33.0328,19.8675,1.28173,-0.184062,-1,T,4.65603,0.188355,-1.95515,-4.22012,1.9642,-1.50815,-1.47475,1,24.8235
148864,77218724,G,32.1215,-7.51769,-2.06769,-31.1606,7.79686,-2.09388,-2.87319,-1,T,7.73233,-1.71698,-1.93698,-7.28546,2.58842,-1.75814,-2.29606,1,2.98416
148864,77263900,G,211.684,-42.9158,-8.85822,-207.098,43.8204,-2.25725,-2.93804,1,G,77.1674,37.5416,9.77197,-66.7078,38.7925,-1.31072,0.254647,-1,91.8444
148864,77335180,G,19.0761,3.65732,-1.81463,-18.6338,4.08276,-2.22314,-0.460573,-1,G,7.62264,-4.10239,-1.30732,-6.28926,4.30566,-1.17276,-2.8331,-1,9.03995
148864,77335052,G,17.9379,2.39346,-8.43209,15.6502,8.76521,1.34337,-1.29422,-1,G,5.7355,-4.57016,-1.97496,-2.84569,4.97864,-0.544303,-2.73369,-1,16.8354
148864,77348220,G,48.6248,6.13277,-7.76786,-47.6068,9.897,-2.27453,-0.902487,1,T,3.77456,1.73319,0.0665091,-3.35078,1.73447,-1.41275,0.038355,1,5.27551
148864,77367068,G,23.7459,3.92482,6.70764,-22.4379,7.77152,-1.78216,1.04139,-1,G,15.8611,-2.41204,-2.84744,15.4155,3.73174,2.12599,-2.2736,-1,38.7583
148864,77373452,G,26.2323,7.52826,-4.72945,-24.6795,8.89058,-1.7451,-0.560916,-1,G,22.7113,4.60792,-2.0186,-22.1469,5.03067,-2.18795,-0.412891,1,3.15259
148864,77471756,G,9.02402,-8.76258,0.64318,2.05553,8.78616,0.231868,3.06832,-1,G,6.03496,-6.01749,0.152038,-0.419839,6.01941,-0.0696911,3.11633,1,2.23929
148864,77532772,G,15.5146,2.55183,4.46157,14.6381,5.13979,1.76925,1.05125,1,G,7.93204,1.43418,6.22418,4.70201,6.38727,0.682033,1.34433,-1,6.75511
148864,77522148,G,8.47673,5.38857,2.01941,6.22326,5.75454,0.937813,0.358558,1,T,5.10609,2.08435,-0.20768,4.65546,2.09467,1.53894,-0.0993102,-1,2.64939
148864,77537196,G,15.2996,7.52094,-4.51883,-12.5332,8.77407,-1.1544,-0.541032,1,T,3.54717,-0.447067,0.677728,-3.45138,0.811902,-2.15385,2.15393,1,5.9075
148864,77587804,G,12.2341,-4.24264,2.8147,-11.1238,5.09142,-1.52336,2.55583,-1,G,5.27934,-4.414,-0.800997,2.78124,4.48608,0.585873,-2.96208,-1,12.5749
148864,77600924,G,27.4813,-6.27459,18.0128,-19.7833,19.0744,-0.907409,1.90599,-1,T,8.66867,0.450168,-1.51534,-8.52266,1.58079,-2.38644,-1.28203,1,14.1245
148864,77609028,G,16.7453,-3.28783,-14.5502,7.60771,14.917,0.49014,-1.79303,1,T,6.22122,-1.73705,1.00546,-5.88762,2.00707,-1.79719,2.61688,1,17.7706
148864,77624500,G,27.7876,6.30788,-22.2651,-15.3823,23.1414,-0.623517,-1.29472,-1,G,8.57161,-6.77069,5.24203,-0.374347,8.56278,-0.043704,2.48277,1,27.995
148864,77640148,G,9.7505,-3.00149,0.621821,-9.25557,3.06522,-1.82461,2.93731,-1,G,13.4616,-2.75379,-1.48607,13.0924,3.12918,2.1384,-2.64674,-1,22.1407
148864,77782540,G,8.67874,-7.27697,2.12582,4.22326,7.58112,0.531671,2.85737,1,T,3.46364,-0.331767,0.826856,3.34543,0.890932,2.03351,1.95237,1,4.85192
148864,77831340,G,12.489,0.377309,-3.05306,12.1037,3.07629,2.07871,-1.44784,-1,T,5.90821,1.52644,-1.57592,5.48473,2.19398,1.6472,-0.801346,1,2.01285
148864,77834668,G,14.4835,4.37774,3.25772,13.4158,5.45687,1.63172,0.63975,-1,T,4.59113,-0.362553,2.52856,3.81344,2.55442,1.19081,1.71321,1,4.17048
148864,77857772,G,14.3613,-6.64855,-2.8545,-12.405,7.23543,-1.30814,-2.73605,-1,G,4.90567,-2.93263,-3.12857,2.38037,4.28815,0.529948,-2.32388,-1,11.9635
148864,77874572,G,11.0274,3.67403,2.8281,10.0048,4.63645,1.51208,0.656024,-1,T,13.4664,-4.39905,-3.03319,12.3604,5.3434,1.57554,-2.53794,1,9.95864
148864,77832100,G,28.3165,-9.95545,16.7976,20.5072,19.5261,0.916459,2.10581,-1,T,2.85555,-0.706291,-0.25072,2.75341,0.749471,2.0124,-2.80049,1,6.57049
148864,77913428,G,7.97814,3.58533,-2.46884,6.68504,4.35314,1.2144,-0.603031,-1,G,7.55818,-3.47542,4.86915,4.61819,5.98224,0.710641,2.1907,1,10.3846
148864,77922700,G,16.6895,2.7169,-1.88553,16.3582,3.30708,2.30188,-0.606689,1,G,9.6624,3.43967,-1.81592,8.84432,3.88959,1.5598,-0.485745,-1,2.76597
148864,77979412,G,6.35572,1.20185,4.48687,-4.33677,4.64505,-0.833657,1.30908,-1,T,9.58606,-0.838194,-3.945,8.69573,4.03306,1.51135,-1.78015,1,15.3204
148864,78012556,G,8.74029,-3.82654,4.25227,-6.60737,5.7205,-0.986865,2.30355,1,G,4.88512,-2.61343,3.68271,-1.86036,4.51579,-0.401124,2.18797,-1,3.08424
148864,78024716,G,7.67259,1.27719,4.0292,-6.40248,4.22678,-1.20291,1.26383,-1,G,11.4843,-6.71893,-2.63236,-8.93329,7.21619,-1.04004,-2.76819,-1,10.0117
148864,78060284,G,50.1223,-14.7109,-36.1284,-31.4733,39.0086,-0.737992,-1.95748,1,T,4.6592,-0.739593,-0.786123,4.53123,1.07935,2.14168,-2.32571,1,25.9566
148864,78087148,G,97.9889,-1.09341,24.9843,-94.7439,25.0082,-2.0421,1.61453,-1,T,4.2587,0.445731,-1.25354,-4.04417,1.33043,-1.83094,-1.22916,1,11.4859
148864,78222036,G,11.6099,-5.69208,4.76308,-8.92707,7.42204,-1.01775,2.44482,-1,T,5.11461,1.32091,0.669565,-4.89438,1.48092,-1.91071,0.469149,-1,6.32906
148864,78266124,G,11.3908,-1.06713,-3.19264,-10.8816,3.36626,-1.88952,-1.89337,1,G,12.4343,3.52607,4.0815,11.2031,5.39368,1.47758,0.85828,1,23.6791
148864,78295780,G,23.6435,5.07366,-4.96594,-22.5522,7.09948,-1.87286,-0.774669,1,G,22.3029,-4.66696,3.24026,-21.5668,5.68153,-2.044,2.5347,-1,12.7059
148864,78289116,G,18.0424,-1.31351,-3.7904,17.5904,4.01154,2.18408,-1.90438,1,G,4.34781,1.03796,3.6404,2.13598,3.78549,0.537933,1.29304,-1,10.5873
148864,78303404,G,9.77808,-0.373083,-6.19229,-7.55752,6.20352,-1.02761,-1.63097,1,G,4.68574,-4.64858,0.511761,-0.271718,4.67667,-0.0580682,3.03194,-1,9.50893
148864,78311524,G,7.0706,-0.778382,1.05699,-6.94688,1.31268,-2.36818,2.20554,-1,G,18.0082,-4.04077,-3.18446,17.2573,5.14477,1.92492,-2.47416,-1,22.2461
148864,78347108,G,27.0138,-15.6972,-2.96883,-21.7834,15.9755,-1.11661,-2.95467,1,T,9.57824,-4.75701,-2.10473,-8.04192,5.20183,-1.22,-2.72504,1,2.30427
148864,78352300,G,22.1948,8.82042,3.53415,-20.0576,9.5021,-1.49214,0.381091,-1,G,11.6877,5.73808,3.49431,-9.56326,6.71832,-1.15154,0.546988,1,3.04631
148864,77157581,G,6.27601,4.93444,1.13567,3.70657,5.06344,0.678706,0.226213,-1,G,4.43779,3.92964,-1.90179,0.789913,4.36565,0.179965,-0.450735,1,3.92535
148864,77159341,G,6.81759,2.25031,6.03128,-2.24235,6.43741,-0.341647,1.21369,-1,T,4.98008,-0.0475211,1.0375,-4.86943,1.03859,-2.24944,1.61657,-1,5.81271
148864,77148837,G,4.60456,-0.603801,4.56343,-0.0362088,4.6032,-0.00786593,1.70235,-1,G,7.92423,0.0571001,6.90903,-3.87869,6.90927,-0.535423,1.56253,1,3.11893
148864,77160349,G,12.0361,3.4982,-2.79677,-11.1713,4.47876,-1.6451,-0.674429,1,G,23.5548,-1.57936,4.2198,23.1196,4.50568,2.33785,1.92893,-1,33.4401
148864,77162581,G,11.1574,-3.31148,-1.36468,-10.5664,3.58165,-1.80256,-2.75069,1,G,8.96516,-2.39707,-5.36803,-6.76766,5.87892,-0.984336,-1.99077,-1,5.15092
148864,77342085,G,8.13872,2.93406,6.05001,-4.58436,6.72394,-0.63769,1.11925,-1,T,5.03388,-2.46878,3.60322,-2.50013,4.36785,-0.54501,2.17149,1,5.47047
148864,77349877,G,10.7197,-3.30829,-2.02271,9.99323,3.87765,1.6755,-2.59283,1,G,7.5995,3.61634,3.20683,5.86341,4.8334,1.02433,0.725452,-1,9.09193
148864,77381837,G,7.56301,2.30443,-3.75399,6.14697,4.40486,1.13536,-1.02025,-1,G,8.38216,5.76111,-2.17062,5.68748,6.15646,0.82647,-0.360323,1,3.74706
148864,77454077,G,27.0822,0.843307,-7.65113,25.965,7.69747,1.93029,-1.46102,1,T,15.7668,-1.36893,-3.4171,15.3307,3.68111,2.1339,-1.95183,-1,2.81366
148864,77429349,G,6.91348,0.911984,5.10769,4.5678,5.18847,0.794209,1.39411,1,T,4.68232,1.32775,-0.135726,4.48683,1.33467,1.92703,-0.101869,1,4.76859
148864,77474373,G,31.3137,-0.959562,8.6356,-30.0839,8.68874,-1.95534,1.68146,1,T,7.98661,0.771025,1.53982,-7.79803,1.72207,-2.21547,1.10657,-1,2.42849
148864,77486597,G,21.0794,-5.70099,-1.81397,20.2123,5.98263,1.93179,-2.83354,1,T,6.0831,-1.60344,1.49981,5.67209,2.19555,1.67778,2.38958,-1,3.78754
148864,77500589,G,20.7027,-4.74409,-5.49336,19.3884,7.25833,1.709,-2.28313,1,T,7.89315,-2.23492,0.367361,7.56048,2.26491,1.92026,2.97868,-1,4.06228
148864,77526661,G,20.0575,1.7076,-3.17001,-19.7314,3.60068,-2.40246,-1.07669,1,G,14.5404,-4.98472,8.21394,10.913,9.60814,0.974224,2.11625,-1,32.91
148864,77541341,G,10.6411,-3.28342,-0.591784,-10.104,3.33633,-1.82742,-2.96327,1,G,7.55616,1.42353,-1.80918,-7.19616,2.30207,-1.85754,-0.904134,1,4.75612
148864,77587893,G,11.5114,3.23638,-0.865951,11.0126,3.35023,1.90553,-0.261443,1,G,12.6289,6.37075,-1.79823,10.7544,6.61968,1.26196,-0.275107,-1,3.09126
148864,77598101,G,7.16081,-2.54523,2.71397,6.11737,3.72073,1.27214,2.32412,1,G,8.00884,1.11676,-6.19606,4.94895,6.2959,0.721746,-1.39247,-1,9.669
148864,77633701,G,12.387,-4.28377,-0.536372,-11.6099,4.31722,-1.71529,-3.01703,1,G,4.44292,-1.89075,3.81138,-1.27548,4.25459,-0.295471,2.0313,-1,8.2683
148864,77646141,G,19.6266,-3.42287,-1.0617,-19.2963,3.58375,-2.38517,-2.84082,-1,G,44.1907,-8.19334,-13.087,41.4054,15.4402,1.71267,-2.13016,-1,56.9975
148864,77670405,G,12.4453,-3.51514,1.72251,-11.8132,3.91449,-1.82406,2.68596,-1,T,2.89691,-0.484803,-0.549195,-2.80076,0.732564,-2.05093,-2.294,1,2.10714
